"date","platform","campaign_type","ad_spend","revenue","conversions","impressions","clicks"
"2024-04-08","Google Ads","Shopping","14661.6","30000.6","117","153750","4920"
"2024-05-02","Meta Ads","Display","2511.25","22074.54","108","108717","1435"
"2024-06-13","Google Ads","Shopping","7537.86","19810.32","122","141455","2673"
"2024-12-04","Meta Ads","Search","12538.26","68610.11","388","158742","5778"
"2024-04-26","Meta Ads","Search","1098.24","1590.52","11","26845","528"
"2024-10-05","Google Ads","Video","5015.84","39347.29","213","92332","5336"
"2024-09-05","Google Ads","Search","13269.6","19836.75","73","90953","4365"
"2024-09-26","Meta Ads","Shopping","390.08","6244.19","27","15047","368"
"2024-04-12","Google Ads","Search","2198","1647.61","20","57632","1256"
"2024-10-28","TikTok Ads","Shopping","15697.16","17585.84","366","193568","12659"
"2024-05-21","Google Ads","Video","2266.15","7450.31","39","30343","743"
"2024-08-23","Meta Ads","Display","432","513.46","7","6903","225"
"2024-02-18","TikTok Ads","Display","9987.84","34771.85","669","194291","9248"
"2024-08-09","Meta Ads","Shopping","616","2381.36","18","25704","616"
"2024-05-31","Google Ads","Display","853.47","1284.99","8","18696","327"
"2024-02-16","Meta Ads","Video","2171","9561","80","165408","1670"
"2024-04-14","Google Ads","Search","29043.28","75028.42","335","191372","11711"
"2024-09-06","Meta Ads","Display","887.36","9045.86","57","71247","1888"
"2024-04-11","TikTok Ads","Search","6774.3","50030.33","262","132294","7527"
"2024-12-29","TikTok Ads","Display","1094.61","51119.73","206","66086","3317"
"2024-12-23","Google Ads","Search","22300.8","67766.02","265","186232","9292"
"2024-11-01","TikTok Ads","Shopping","4672.08","102053.93","378","145225","5562"
"2024-05-27","Google Ads","Search","634.8","1223.76","5","15470","529"
"2024-04-05","Google Ads","Display","6465.36","25405.84","129","91814","2607"
"2024-03-24","Google Ads","Display","9843.52","7783","45","96087","3238"
"2024-03-12","Google Ads","Shopping","11383.62","64994.16","232","92943","5037"
"2024-04-10","Meta Ads","Display","1772.19","13565.96","47","36411","873"
"2024-08-17","Meta Ads","Video","8204","30413.14","106","145170","4688"
"2024-03-25","Google Ads","Video","6263.04","33829.22","164","146428","2796"
"2024-08-28","Google Ads","Search","6361.74","77929.21","302","151772","6237"
"2024-01-19","TikTok Ads","Search","12384","34386.07","212","179561","8600"
"2024-09-11","Google Ads","Search","4723.53","58283.85","321","100381","5691"
"2024-12-23","TikTok Ads","Display","10251","23539.41","383","180552","6030"
"2024-07-03","TikTok Ads","Display","6027.01","21158.33","142","163328","4981"
"2024-06-03","TikTok Ads","Display","5933.68","29999.39","117","93635","4363"
"2024-12-29","Google Ads","Display","14223.31","62193.85","340","133526","4633"
"2024-02-06","TikTok Ads","Video","2401.6","19990.89","124","48475","3160"
"2024-11-13","TikTok Ads","Video","25374.24","129016.77","755","195722","12624"
"2024-05-04","Google Ads","Search","20604.56","42397.44","180","106277","6961"
"2024-01-22","Google Ads","Shopping","14571.7","30634.7","110","153953","5095"
"2024-09-07","Meta Ads","Video","4583.04","25385.35","98","142135","2387"
"2024-11-25","Google Ads","Shopping","8623.23","15202.91","148","107891","3733"
"2024-03-20","TikTok Ads","Video","4085.5","155778.92","572","191380","8171"
"2024-08-11","Meta Ads","Search","7716.5","57352.38","224","123372","3355"
"2024-12-24","Google Ads","Search","9749.64","10226.11","82","104464","4314"
"2024-06-03","Google Ads","Video","2704.35","6126.9","34","113502","2235"
"2024-09-09","Google Ads","Shopping","3328.5","13047.52","170","95196","3170"
"2024-01-27","Google Ads","Display","3591.27","33307.3","164","86362","2547"
"2024-06-28","Google Ads","Search","13352.7","45765.16","310","78532","4735"
"2024-03-19","Google Ads","Shopping","11194.3","24545.05","96","184081","5135"
"2024-01-28","Meta Ads","Display","2040.88","6975.9","157","93966","2104"
"2024-07-23","Google Ads","Video","3880.2","3421.56","24","28667","1338"
"2024-01-21","Google Ads","Display","23888","25632.04","484","154239","7465"
"2024-04-05","Meta Ads","Video","593.61","5190.25","22","103576","1263"
"2024-09-25","TikTok Ads","Video","4560.36","82164.4","368","111154","5124"
"2024-10-28","Google Ads","Search","13510.33","111130.68","440","104456","6403"
"2024-10-12","Meta Ads","Display","3390.76","21574.44","74","173307","3292"
"2024-03-10","Google Ads","Display","20174.52","17723.39","105","197459","5667"
"2024-09-01","TikTok Ads","Video","6507.3","14099.39","107","154676","5970"
"2024-04-24","Meta Ads","Video","8394.46","34788.99","264","138528","3698"
"2024-08-01","Google Ads","Display","19536.36","18268.77","279","188490","6879"
"2024-09-21","TikTok Ads","Display","6215.76","51123.92","481","155929","6408"
"2024-05-31","Google Ads","Display","10688.24","9297.03","114","177220","4607"
"2024-10-10","Meta Ads","Video","4142.45","8973.49","129","188552","6373"
"2024-09-15","Google Ads","Video","3926.56","59937.98","322","136460","4462"
"2024-10-07","TikTok Ads","Display","1326.17","46988.2","240","124614","4573"
"2024-04-15","Meta Ads","Video","459","6591.07","30","28359","612"
"2024-06-28","Meta Ads","Search","1184.4","6171.89","46","81759","1316"
"2024-04-05","Meta Ads","Video","4769.97","24738.73","105","131230","2139"
"2024-06-01","TikTok Ads","Search","3498.85","38157.72","191","49659","2413"
"2024-02-07","TikTok Ads","Display","3551.6","14545.74","148","103029","6830"
"2024-06-01","TikTok Ads","Shopping","2044.11","12829.28","117","52368","3351"
"2024-06-15","TikTok Ads","Video","4345.64","78373.31","412","144585","8357"
"2024-03-22","TikTok Ads","Shopping","4199.77","33059.93","291","40308","3853"
"2024-08-08","TikTok Ads","Search","2987.49","19667.27","133","43635","2469"
"2024-08-08","Meta Ads","Search","5844.4","47241.24","360","164074","6152"
"2024-08-13","Meta Ads","Shopping","1535.01","18121.16","153","107300","2693"
"2024-11-04","Meta Ads","Display","9548","43094.26","231","177443","4400"
"2024-04-20","TikTok Ads","Shopping","9178.48","31326.97","335","141268","7402"
"2024-05-26","TikTok Ads","Display","3522.96","15427.34","59","145631","4194"
"2024-11-22","TikTok Ads","Search","3918.29","15789.02","446","191041","7393"
"2024-11-13","TikTok Ads","Video","2354.66","7543.67","78","72145","3058"
"2024-03-04","Meta Ads","Video","3158.98","4477.79","24","113447","1826"
"2024-12-12","TikTok Ads","Search","13574.64","14486.58","198","195512","8328"
"2024-06-19","Meta Ads","Search","14138.64","118768.88","397","149446","6456"
"2024-09-03","TikTok Ads","Video","11975.6","61706.24","700","154307","9212"
"2024-11-26","Meta Ads","Display","4871.65","33184.47","147","149675","3143"
"2024-04-05","TikTok Ads","Shopping","8509","39093.51","273","184065","6350"
"2024-10-04","TikTok Ads","Search","3707.5","27232.61","227","64484","2966"
"2024-07-28","Meta Ads","Video","6202.96","48056.97","173","148088","4561"
"2024-09-09","Google Ads","Display","999.9","5661.1","28","28068","990"
"2024-03-23","TikTok Ads","Search","2349.4","6729.96","206","131385","6910"
"2024-05-16","TikTok Ads","Search","1423.63","44433.62","228","77882","3029"
"2024-09-10","TikTok Ads","Shopping","10664.25","40275.46","417","90066","6025"
"2024-07-25","Meta Ads","Shopping","1662.21","10079.71","107","186775","2409"
"2024-04-15","Google Ads","Video","3306.33","17903.97","99","57328","2161"
"2024-02-22","Google Ads","Video","8776.55","46705.85","236","87570","3415"
"2024-06-18","Meta Ads","Video","2851.52","23640.39","121","54864","1876"
"2024-11-04","Google Ads","Display","3143.4","8299.82","137","91861","2535"
"2024-06-04","Meta Ads","Search","478.47","3222.58","15","16920","389"
"2024-08-16","Meta Ads","Shopping","2091.08","25079.21","99","117421","3428"
"2024-06-29","Google Ads","Display","20115.2","40775.67","366","146332","7184"
"2024-01-11","Meta Ads","Shopping","4091.01","10562.14","120","144993","2783"
"2024-07-28","Google Ads","Display","1578.42","2820.45","15","35702","999"
"2024-09-01","Google Ads","Shopping","16678.2","40433.91","412","184976","6270"
"2024-06-10","Google Ads","Search","5783.8","24150.02","141","119235","5258"
"2024-08-14","Google Ads","Shopping","10435.84","37337.18","194","127211","3968"
"2024-12-16","TikTok Ads","Video","1467.34","19425.98","93","27584","1561"
"2024-05-25","Google Ads","Shopping","17222.68","17839.23","571","194928","9161"
"2024-10-26","Google Ads","Search","16368.4","16913.07","105","90349","5420"
"2024-07-08","TikTok Ads","Video","5581.95","29617.76","110","170011","10149"
"2024-08-06","Google Ads","Display","2732.94","5839.17","55","54158","3374"
"2024-01-02","Meta Ads","Display","2800.95","30765.32","187","143485","3945"
"2024-02-18","Google Ads","Video","3391.52","12113.24","56","165470","4136"
"2024-05-11","Meta Ads","Search","3201.6","10899.61","39","112596","2668"
"2024-07-03","Google Ads","Video","14820.48","11977.45","75","82604","5146"
"2024-06-25","Google Ads","Display","6809.09","13568.06","329","162454","4337"
"2024-10-20","TikTok Ads","Shopping","7742.76","19589.64","142","143667","6852"
"2024-02-16","Google Ads","Video","8502","11812.78","60","83702","3900"
"2024-02-12","TikTok Ads","Video","2144.35","6822.75","112","41497","3299"
"2024-05-26","Google Ads","Search","7181.65","12989.18","69","88442","2485"
"2024-02-23","Google Ads","Shopping","4849.56","41783.61","281","143723","4254"
"2024-10-15","Meta Ads","Search","1735.75","3539.63","101","30392","1325"
"2024-05-10","Google Ads","Video","6173.94","93767.6","343","94412","4786"
"2024-05-21","Google Ads","Video","2712.6","24269.48","126","56305","1644"
"2024-09-29","TikTok Ads","Display","9048.13","72736.17","266","142456","9943"
"2024-12-26","Meta Ads","Display","589.68","1578.78","15","27169","546"
"2024-09-15","Google Ads","Video","11377.5","5905.23","87","127179","5125"
"2024-07-18","Google Ads","Shopping","913.68","11660.97","56","20797","846"
"2024-08-13","Meta Ads","Shopping","10578.76","14242.93","77","188201","5627"
"2024-06-03","TikTok Ads","Shopping","1252.93","2932.31","37","77726","2557"
"2024-03-10","Meta Ads","Search","346.06","585.7","3","23123","286"
"2024-04-06","Google Ads","Search","4323.32","76876.24","276","86689","3727"
"2024-05-17","Google Ads","Search","26048.48","30602.6","407","159251","9172"
"2024-01-13","Meta Ads","Display","1030.4","2168.72","45","70180","736"
"2024-09-16","Google Ads","Video","9241.14","12521.2","108","83466","4089"
"2024-11-13","Meta Ads","Display","1558.19","52473.54","179","137602","2641"
"2024-09-03","TikTok Ads","Video","3906.63","14851.97","68","64222","2067"
"2024-07-08","TikTok Ads","Shopping","1468.46","46873.98","306","116739","4319"
"2024-12-30","Meta Ads","Shopping","961.2","16803.54","61","50869","890"
"2024-12-02","Meta Ads","Search","3861.25","23894.64","95","127155","3089"
"2024-03-26","Google Ads","Video","21358.12","80812.08","292","162883","8974"
"2024-01-17","TikTok Ads","Search","8577.04","49142.56","242","115716","7394"
"2024-06-14","Google Ads","Video","999.6","11838.48","41","40306","1176"
"2024-02-29","TikTok Ads","Search","5882.88","38810.35","420","138025","9192"
"2024-02-05","Meta Ads","Video","6037.2","30713.7","166","145510","5805"
"2024-09-07","TikTok Ads","Display","14749","30094.65","561","168297","10535"
"2024-12-14","Meta Ads","Search","2193.1","5082.94","41","66157","1687"
"2024-03-26","Meta Ads","Shopping","1168.4","4203.19","36","115003","2921"
"2024-01-19","Meta Ads","Shopping","13780.4","66981.68","355","173292","7330"
"2024-01-07","Meta Ads","Video","4282.67","39424.24","156","94440","2219"
"2024-06-24","Meta Ads","Video","2258.08","1614.11","49","93003","1283"
"2024-02-02","TikTok Ads","Video","8948.61","20435.34","99","112294","9039"
"2024-05-22","Meta Ads","Display","6937.32","23975.23","301","165321","4447"
"2024-11-11","TikTok Ads","Video","7907.34","86835.97","379","137895","5901"
"2024-02-27","TikTok Ads","Display","339.77","6686.61","34","7978","557"
"2024-02-08","TikTok Ads","Display","3326.4","25985.24","142","113994","4320"
"2024-02-16","Google Ads","Search","17477.8","54642.18","217","90794","5638"
"2024-12-20","Meta Ads","Display","5283.88","6774.6","76","118694","2338"
"2024-07-17","Google Ads","Shopping","2710.4","29346.97","112","99805","1936"
"2024-01-30","Google Ads","Search","9526.54","34393.23","269","187156","3986"
"2024-08-04","TikTok Ads","Video","4474.61","27205.77","108","120152","4613"
"2024-12-16","Google Ads","Search","13716.24","12200.18","251","117458","6824"
"2024-06-22","Meta Ads","Video","469.8","1596.24","20","35398","1044"
"2024-03-30","TikTok Ads","Video","2644.6","43735.3","385","98386","7556"
"2024-08-06","Meta Ads","Video","2384.72","14249.95","75","70133","2293"
"2024-06-26","Google Ads","Video","2193.12","8282.71","34","30169","1523"
"2024-01-25","Google Ads","Search","5933.51","11079.66","133","122959","3553"
"2024-04-12","Meta Ads","Search","1824","29701.35","203","73083","3040"
"2024-05-02","Meta Ads","Display","5501.37","19216.96","362","113889","4623"
"2024-06-23","Meta Ads","Search","895.23","1505.4","11","57203","1029"
"2024-07-12","TikTok Ads","Display","540.51","11838.52","74","36562","1257"
"2024-12-01","Google Ads","Search","8889.21","32140.46","138","177256","4059"
"2024-02-23","TikTok Ads","Shopping","9610.02","127296.84","787","179036","11046"
"2024-07-02","Google Ads","Display","12041.28","28643.42","104","87481","4181"
"2024-06-22","TikTok Ads","Shopping","7830.85","16420.6","356","130645","8243"
"2024-11-24","Google Ads","Search","3254.07","28042.42","185","121089","3499"
"2024-05-07","Google Ads","Search","336.3","1359.76","10","15589","285"
"2024-08-11","TikTok Ads","Search","7589.7","26633.21","523","101411","9370"
"2024-03-25","Google Ads","Shopping","21894.79","131680.16","525","142045","9161"
"2024-07-05","Meta Ads","Shopping","1448.59","4720.08","29","42236","1013"
"2024-05-23","Meta Ads","Shopping","397","3639.22","49","75628","794"
"2024-12-08","TikTok Ads","Video","1390.26","54249.41","263","116184","4089"
"2024-10-19","Google Ads","Video","9143","28769.59","273","121465","5575"
"2024-01-09","Google Ads","Video","5246.61","23480.01","116","108510","3721"
"2024-03-12","Meta Ads","Shopping","3238.56","10558.75","165","199650","4152"
"2024-07-10","Google Ads","Shopping","1631.8","16954.02","143","73734","1990"
"2024-03-10","Meta Ads","Shopping","12114.91","95392.09","397","149532","5069"
"2024-01-27","Google Ads","Search","9457.7","59366.41","311","79432","4130"
"2024-10-07","TikTok Ads","Display","18394.55","124224.31","562","192583","11285"
"2024-03-09","Meta Ads","Video","1746","20287.27","104","79266","2425"
"2024-02-25","Google Ads","Video","3677.76","25041.09","89","33695","1277"
"2024-03-19","TikTok Ads","Search","3634.86","11204.78","136","92030","6267"
"2024-11-02","Google Ads","Search","943.29","2731.41","22","26259","669"
"2024-04-15","Google Ads","Video","6212.85","28481.71","195","99447","5917"
"2024-11-17","Meta Ads","Shopping","1657.5","41334.16","167","170910","3315"
"2024-03-04","Meta Ads","Video","2838.64","10032.66","136","180259","2072"
"2024-02-23","Meta Ads","Video","10439.54","7261.59","131","146964","5246"
"2024-09-10","Meta Ads","Display","6650.56","28216.02","148","153057","2969"
"2024-12-08","Google Ads","Search","6079.45","21303.72","106","78635","2587"
"2024-11-12","Meta Ads","Display","3676.9","22778.62","157","54031","2215"
"2024-09-17","Google Ads","Video","15439.71","20056.78","106","162743","8723"
"2024-08-04","Google Ads","Display","25563.36","20233.22","93","144494","8409"
"2024-11-09","Google Ads","Search","24368.8","21696.69","374","112549","6640"
"2024-12-23","Google Ads","Search","25981.14","82753.51","588","148994","7509"
"2024-11-24","Google Ads","Display","3825.15","35842.03","289","87373","3643"
"2024-04-01","TikTok Ads","Shopping","3138.14","27614.2","101","41200","1763"
"2024-12-23","Google Ads","Search","3053.88","20819.66","82","51986","1996"
"2024-10-15","Meta Ads","Search","13776.64","35908.75","165","190392","6016"
"2024-12-06","TikTok Ads","Shopping","13154.08","54000.95","392","137817","8654"
"2024-01-20","TikTok Ads","Video","7340.94","6214.05","89","153145","7197"
"2024-03-07","Google Ads","Shopping","1128.9","1505.14","22","20718","426"
"2024-01-22","TikTok Ads","Shopping","302.95","798.87","4","5059","415"
"2024-02-28","TikTok Ads","Search","1804.2","47063.54","235","96045","5820"
"2024-05-19","Google Ads","Display","1269.84","7362.94","36","12644","572"
"2024-07-16","Google Ads","Video","8581.08","77117.41","261","91901","3326"
"2024-03-30","Google Ads","Search","17345.74","8830.89","188","120431","6262"
"2024-01-23","Google Ads","Search","598.23","1368.08","6","7948","289"
"2024-08-14","Meta Ads","Video","874.94","7418.36","85","108924","2134"
"2024-03-30","Google Ads","Search","5012.7","14266.46","199","66402","2695"
"2024-08-29","Google Ads","Display","8894.42","14113.5","355","96676","5326"
"2024-04-10","Meta Ads","Search","163.2","624.2","8","10108","320"
"2024-03-30","Google Ads","Search","3269.7","7236.18","49","23936","1211"
"2024-05-21","Meta Ads","Display","4724.4","55928.06","244","157455","3810"
"2024-03-29","Google Ads","Shopping","27136.32","143237.84","509","165805","9832"
"2024-10-27","Meta Ads","Search","4505","32080.73","160","69385","2650"
"2024-04-27","TikTok Ads","Video","819.64","12715.09","80","89944","2644"
"2024-04-03","Meta Ads","Search","2094","2988.24","17","62603","1396"
"2024-01-10","Meta Ads","Shopping","1497.78","10561.64","88","62284","1413"
"2024-11-09","Meta Ads","Video","2942.28","47180.83","178","172812","2972"
"2024-01-19","Google Ads","Search","2071.16","22792.2","130","82764","2276"
"2024-04-14","Meta Ads","Search","5430.88","16755.51","108","133260","2611"
"2024-07-08","Google Ads","Search","24814.6","68719.44","324","188420","9364"
"2024-02-20","Google Ads","Shopping","4851","9891.88","56","89431","3300"
"2024-01-04","Google Ads","Display","5215.91","5473.28","108","52897","1883"
"2024-06-09","Google Ads","Shopping","5779.93","32514.9","256","83334","3341"
"2024-10-17","TikTok Ads","Shopping","12192.7","52558.42","286","180721","9379"
"2024-12-09","TikTok Ads","Display","3413.14","16681.83","75","195759","7262"
"2024-07-10","Google Ads","Video","9769.1","15388.32","235","158514","4565"
"2024-05-17","Meta Ads","Video","5421.57","10510.94","65","82948","2347"
"2024-02-02","Google Ads","Video","3880.24","2655.91","44","44420","1066"
"2024-02-25","TikTok Ads","Search","3279.1","40566.37","192","57006","2981"
"2024-08-15","Meta Ads","Video","2334.36","13381.03","48","37588","1191"
"2024-02-02","TikTok Ads","Shopping","26262.72","181823.28","757","196605","14922"
"2024-04-01","Meta Ads","Video","360.96","4065.83","25","59376","564"
"2024-05-21","Meta Ads","Video","992.64","3165.22","39","15865","528"
"2024-11-26","Google Ads","Video","12025.04","31780.44","140","80511","3622"
"2024-06-26","Google Ads","Shopping","16612.03","65899.82","513","143944","7873"
"2024-07-08","Meta Ads","Search","1622","1008.1","23","44612","811"
"2024-11-13","Google Ads","Display","929.26","3163.73","30","17299","479"
"2024-10-29","TikTok Ads","Shopping","4393.74","17363.87","165","71514","3354"
"2024-03-14","Google Ads","Video","1931.52","17772.87","62","37135","1006"
"2024-11-23","Google Ads","Display","9107.4","15932.35","104","80542","4236"
"2024-04-03","Google Ads","Shopping","8406","7395.68","124","112992","2802"
"2024-06-09","Meta Ads","Search","1370.22","21180.36","75","119863","1114"
"2024-02-07","TikTok Ads","Search","1825.2","26787.94","279","108806","5070"
"2024-11-30","TikTok Ads","Shopping","352.16","399.8","10","7234","496"
"2024-05-03","Meta Ads","Shopping","2791.8","42063.3","152","143541","1980"
"2024-03-21","TikTok Ads","Video","318.78","4467.32","18","5497","231"
"2024-03-03","Meta Ads","Display","4501.26","13362.88","82","160478","4413"
"2024-10-14","Google Ads","Video","5342.96","4188.78","127","116011","2726"
"2024-09-17","Meta Ads","Search","1743.4","5887.21","51","166243","1895"
"2024-01-16","TikTok Ads","Video","4344","35590.01","180","62868","2715"
"2024-12-15","Google Ads","Video","22529.88","16572.4","130","132953","8163"
"2024-03-11","Meta Ads","Display","1875.72","5936.35","84","107326","2436"
"2024-03-28","TikTok Ads","Search","1260.84","8735.32","38","24854","1106"
"2024-04-05","Google Ads","Display","17343.52","22062.99","75","175949","7108"
"2024-12-27","TikTok Ads","Shopping","2253.88","23120.58","211","131956","7772"
"2024-11-11","Google Ads","Video","15165.28","81015.37","310","90096","4784"
"2024-02-13","Google Ads","Video","1800.24","12477.84","44","48766","1731"
"2024-04-24","Meta Ads","Display","5284.08","14776.11","169","68989","2952"
"2024-10-13","Google Ads","Search","5104.68","39016.05","259","197557","4326"
"2024-05-14","Google Ads","Video","14542.08","37193.1","275","96178","4328"
"2024-09-10","TikTok Ads","Shopping","6986.23","32610.09","148","144940","5333"
"2024-04-12","TikTok Ads","Shopping","5607.98","103237.84","813","152322","13678"
"2024-08-22","Google Ads","Display","3303.36","52262.98","198","89124","2664"
"2024-12-13","Google Ads","Video","1907.16","3807.61","24","126404","2073"
"2024-11-20","Meta Ads","Search","5404.08","30747.28","104","84654","2937"
"2024-06-20","Meta Ads","Video","3281.49","28533.79","124","95987","1919"
"2024-06-01","Google Ads","Shopping","29503.44","42565.78","294","154088","9106"
"2024-02-29","TikTok Ads","Search","3551.67","12811.32","87","71883","2077"
"2024-07-22","Meta Ads","Shopping","1374.45","3570.09","48","133716","1617"
"2024-12-26","TikTok Ads","Display","4206.44","10456.87","111","43319","2534"
"2024-09-03","Google Ads","Search","12872.11","21004.5","555","144911","7897"
"2024-10-22","Google Ads","Search","17284.41","136556.31","581","180634","7821"
"2024-02-03","Meta Ads","Display","3026.19","33172.87","135","76095","2031"
"2024-07-11","TikTok Ads","Video","8866.2","200566.9","707","180128","10555"
"2024-06-23","Meta Ads","Display","5571.38","105321.92","437","169849","5927"
"2024-03-01","Meta Ads","Video","5437.15","26004.98","91","122974","2939"
"2024-08-02","Google Ads","Search","1751","13010.72","51","28553","850"
"2024-01-29","Meta Ads","Display","1041.9","8284.13","29","77447","906"
